AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,label,sampling_rate
4087.6474,4081.0957,4089.1305,4080.8395,4086.351,4082.6664,4093.3131,4087.0707,4087.372,4089.5343,4079.9948,4084.1957,4085.2969,4080.2584,concentrated,
4097.3758,4087.9501,4094.8379,4091.3493,4089.7621,4096.4152,4091.2627,4091.3186,4087.9215,4101.5124,4092.6694,4083.9088,4094.0676,4088.4394,concentrated,
4110.5513,4102.6732,4096.842,4097.0417,4100.5437,4095.8669,4098.3558,4101.5888,4100.5332,4097.6283,4097.6234,4105.9975,4101.1185,4106.4904,concentrated,
4111.3873,4100.4921,4108.0327,4104.749,4105.6479,4102.7755,4096.3858,4102.2682,4104.0199,4112.9703,4102.2466,4112.0226,4109.2519,4110.5235,concentrated,
4099.5047,4100.9342,4101.5563,4100.373,4101.9776,4105.0655,4099.1587,4102.3149,4099.7066,4108.6897,4106.9775,4095.192,4094.3064,4100.5515,concentrated,
4078.7529,4080.5896,4088.2641,4075.389,4092.3773,4091.1276,4084.0944,4093.9299,4087.3864,4088.6628,4086.3726,4082.6382,4093.2138,4080.153,concentrated,
4070.5228,4077.7448,4074.7983,4075.4961,4083.1616,4083.4814,4079.402,4083.6081,4073.5839,4077.5143,4074.4111,4078.5399,4079.5737,4075.5287,concentrated,
4079.7653,4074.286,4077.3983,4085.4946,4085.2409,4084.6409,4085.9957,4085.9748,4080.796,4079.1171,4088.9814,4079.1882,4083.7444,4076.7623,concentrated,
4098.295,4102.2548,4095.0644,4099.9668,4104.5886,4089.4249,4104.8246,4099.6656,4101.787,4098.9279,4095.7403,4107.363,4100.3521,4097.9216,concentrated,
4115.5915,4116.0413,4114.218,4118.5499,4107.2215,4115.3362,4105.4376,4101.0216,4106.2521,4108.4983,4115.3617,4113.7728,4109.1622,4117.5557,concentrated,
4116.7111,4114.4674,4116.5298,4121.8195,4109.5478,4101.5994,4105.5925,4108.1066,4103.9142,4111.2854,4111.0284,4113.5224,4122.838,4114.057,concentrated,
4100.0717,4106.3275,4094.6215,4099.847,4101.8064,4098.4094,4093.9577,4096.9922,4103.4952,4099.3794,4097.1761,4094.3572,4098.9911,4100.9074,concentrated,
4089.6705,4085.9599,4087.161,4083.4767,4088.7598,4088.2945,4090.4641,4090.2418,4081.9593,4087.4786,4086.0248,4096.0149,4083.685,4087.3212,concentrated,
4086.894,4081.8036,4077.9606,4086.3203,4083.8565,4084.4038,4086.1115,4090.2366,4090.4336,4087.1804,4086.8181,4083.1346,4084.5192,4084.9999,concentrated,
4088.0514,4096.6834,4086.6902,4093.4165,4098.8579,4096.5685,4092.5226,4088.9324,4089.2227,4092.8187,4088.9242,4098.284,4096.006,4093.9213,concentrated,
4096.1647,4101.1321,4116.5688,4103.2278,4102.8251,4094.1975,4101.7615,4099.4515,4106.3838,4102.1904,4108.5764,4102.5253,4104.0081,4097.8256,concentrated,
4103.8652,4108.9877,4103.2355,4101.0578,4108.7206,4103.7506,4104.1161,4105.7626,4109.5536,4103.2455,4106.4912,4105.9878,4109.3148,4106.8307,concentrated,
4094.7768,4098.1117,4101.3242,4088.8988,4098.3187,4092.3845,4099.9763,4094.9041,4100.0331,4090.8182,4101.8416,4098.369,4096.4555,4099.8572,concentrated,
4072.1965,4077.3879,4075.2702,4087.5612,4088.6259,4084.2649,4082.6925,4091.6411,4089.708,4081.7554,4079.87,4076.3672,4075.1391,4072.3931,concentrated,
4069.6851,4073.1835,4077.6919,4072.8195,4088.0524,4081.1085,4085.1298,4085.7472,4081.9215,4078.7653,4074.6388,4082.3712,4077.4563,4071.1788,concentrated,
4079.231,4088.9876,4089.0534,4088.7145,4087.8938,4084.1937,4085.0298,4087.0758,4084.0406,4090.958,4087.3666,4086.9168,4083.0926,4083.3551,concentrated,
4103.3009,4106.0785,4099.2119,4097.6174,4099.7557,4104.4778,4098.5179,4100.9138,4103.2675,4099.6497,4096.8546,4105.9201,4102.6023,4105.6205,concentrated,
4122.7961,4116.524,4112.0366,4118.3208,4113.4647,4106.1263,4107.9355,4112.4943,4105.7828,4114.0672,4116.0868,4124.2459,4111.2355,4116.4036,concentrated,
4117.8995,4109.7146,4112.8945,4107.3762,4107.1862,4107.9959,4107.1143,4106.4309,4108.0386,4093.8565,4113.4185,4117.4641,4109.9721,4113.05,concentrated,
4099.0902,4096.525,4105.5763,4097.6946,4092.7942,4097.5318,4102.364,4098.8306,4103.002,4099.41,4107.378,4097.2617,4100.8079,4096.9583,concentrated,
4085.0045,4081.5909,4085.7912,4090.1291,4085.4772,4087.711,4088.9142,4094.392,4093.8497,4090.7136,4083.2549,4081.2543,4086.5706,4085.7398,concentrated,
4081.7267,4078.4234,4083.7772,4092.3583,4085.1075,4089.1332,4091.7249,4082.0021,4091.7512,4086.0037,4087.758,4083.1357,4085.5778,4085.5053,concentrated,
4093.4894,4096.2299,4095.2171,4091.7881,4099.3564,4098.4452,4101.1046,4091.6074,4099.931,4100.7049,4092.0907,4100.2497,4099.9833,4097.91,concentrated,
4105.9766,4107.5228,4105.2291,4107.8997,4105.5782,4102.0076,4099.4854,4106.7525,4107.9796,4101.9378,4108.4053,4106.7651,4111.9558,4114.5507,concentrated,
4102.7201,4109.7179,4106.6171,4112.7066,4102.4011,4103.349,4097.0234,4095.7417,4108.8965,4109.7381,4105.3511,4115.6227,4103.5291,4108.3748,concentrated,
4095.0564,4099.8952,4095.0547,4094.9337,4089.4022,4104.9351,4090.6272,4088.1559,4094.6609,4106.3122,4094.9024,4089.6927,4094.7298,4093.1272,concentrated,
4078.388,4077.1107,4076.4355,4078.3375,4087.3154,4083.846,4084.9811,4086.6375,4093.5646,4088.1006,4078.2982,4082.4899,4080.8466,4079.9936,concentrated,
4072.57,4074.6518,4074.0453,4082.7058,4085.2788,4081.0259,4087.5048,4082.3772,4085.1255,4086.4151,4070.2392,4078.0044,4076.834,4076.2221,concentrated,
4093.0606,4084.3378,4084.905,4088.8573,4085.9352,4090.9907,4090.3096,4094.6608,4094.6471,4089.049,4087.9219,4091.3516,4085.3708,4085.0351,concentrated,
4104.8772,4105.8112,4107.0653,4105.8748,4106.3728,4111.0375,4106.7137,4106.6741,4105.1766,4104.3297,4107.0563,4105.7245,4113.0021,4110.0145,concentrated,
4121.1499,4122.1587,4124.2074,4120.707,4110.1396,4116.293,4101.4427,4115.1192,4112.207,4109.8403,4119.8883,4114.0977,4111.1836,4118.4731,concentrated,
4113.0403,4116.4328,4117.0603,4107.0061,4101.2702,4117.4986,4110.6319,4096.6417,4107.0881,4104.4287,4108.2287,4112.0577,4114.3298,4118.261,concentrated,
4096.8877,4098.6919,4095.2331,4096.1341,4094.6921,4093.4068,4100.9252,4095.5958,4094.6479,4096.9685,4089.5641,4095.1264,4098.0524,4094.3562,concentrated,
4079.5645,4082.0588,4092.2088,4090.1055,4085.2924,4090.7675,4093.4288,4092.9935,4093.4959,4083.8559,4083.6608,4085.0099,4092.1227,4082.2386,concentrated,
4086.8113,4091.9971,4087.3282,4086.6245,4084.6913,4088.1728,4091.0071,4093.3684,4084.8064,4090.4835,4089.8621,4088.8627,4090.4722,4085.316,concentrated,
4103.1676,4106.0709,4094.3408,4097.4174,4096.78,4103.2332,4102.3415,4100.9967,4097.0377,4098.9637,4102.1676,4087.3303,4102.3677,4095.9849,concentrated,
4112.7384,4107.4465,4108.5049,4105.6663,4103.3577,4104.9184,4108.4347,4099.609,4093.9102,4103.7542,4099.0087,4107.4915,4104.096,4111.3683,concentrated,
4104.0371,4110.3144,4106.4371,4104.9872,4098.7241,4104.8624,4101.306,4106.5895,4102.931,4106.8355,4104.5557,4109.7111,4104.8148,4106.0135,concentrated,
4090.4756,4090.8976,4087.1655,4094.5631,4094.4377,4091.9033,4089.1808,4088.9992,4092.0137,4094.3039,4092.2942,4089.5594,4088.9436,4090.2899,concentrated,
4073.1189,4080.3864,4068.7299,4075.9045,4081.1666,4083.4083,4082.5199,4084.461,4083.6877,4082.5412,4083.2588,4078.0228,4079.3011,4075.7143,concentrated,
4069.278,4073.8446,4075.9786,4078.5581,4081.9024,4081.8623,4087.3672,4084.1439,4082.8312,4087.5756,4079.0789,4080.4383,4083.842,4077.5391,concentrated,
4084.2491,4093.26,4092.0486,4085.9615,4095.5227,4093.964,4086.2155,4098.4039,4088.9863,4089.8022,4091.3564,4089.8978,4092.466,4099.917,concentrated,
4113.7045,4107.8054,4110.6861,4108.6904,4106.7874,4105.9631,4101.3001,4096.7595,4104.9882,4107.6687,4108.679,4109.1807,4113.1884,4110.7181,concentrated,
4119.481,4114.5843,4114.8187,4110.9213,4114.8071,4107.5564,4110.5266,4110.8783,4103.7971,4111.2263,4113.4305,4108.5252,4118.8049,4119.7799,concentrated,
4112.936,4105.2163,4107.4759,4111.9329,4107.1372,4104.8571,4107.8959,4097.907,4098.4133,4105.0137,4101.2946,4112.6951,4109.5647,4108.4495,concentrated,
4088.2825,4092.3534,4091.344,4094.2063,4091.8607,4091.8194,4091.7851,4095.2465,4094.7893,4092.7561,4096.9738,4087.088,4087.6293,4094.6326,concentrated,
4089.7725,4076.9402,4074.7193,4089.3835,4084.4303,4092.3348,4096.4595,4086.369,4088.319,4090.2478,4077.7095,4086.4332,4081.5273,4085.6716,concentrated,
4078.6339,4088.8102,4084.8161,4085.1932,4082.8997,4093.8145,4087.4161,4087.4837,4085.6661,4087.9256,4083.9875,4083.9291,4091.5055,4083.6648,concentrated,
4100.7952,4094.6533,4103.0473,4095.2487,4104.7995,4094.6649,4100.8696,4095.0125,4095.26,4100.2216,4101.7941,4101.3685,4101.9334,4105.2753,concentrated,
4113.9435,4113.795,4113.0597,4110.1391,4106.4336,4107.8944,4101.5351,4102.4686,4104.2961,4103.6051,4105.832,4104.9693,4109.0803,4108.4519,concentrated,
4104.7605,4099.2479,4107.965,4102.4751,4100.1817,4102.4678,4101.4332,4099.9615,4095.8471,4105.2707,4107.7511,4098.0725,4103.4107,4101.4867,concentrated,
4093.2916,4082.3882,4091.9712,4083.4444,4089.2667,4089.4209,4093.9277,4085.4233,4087.5018,4086.9279,4085.791,4084.7531,4090.2273,4092.3972,concentrated,
4074.7231,4083.4921,4077.4153,4087.5495,4075.9539,4085.6697,4075.8466,4078.3644,4079.7078,4077.471,4072.7456,4074.1181,4077.8899,4068.3132,concentrated,
4083.3817,4083.4906,4086.5634,4077.0276,4076.06,4087.2609,4093.2448,4088.5552,4089.2602,4079.0484,4083.9931,4078.5078,4077.1575,4076.5169,concentrated,
4099.2532,4099.9547,4100.1772,4097.7474,4095.5053,4095.486,4096.2422,4091.1689,4092.1843,4095.6713,4096.7884,4097.2791,4087.2824,4099.3362,concentrated,
4108.4768,4105.7993,4112.7889,4105.4733,4105.2649,4102.0616,4116.0624,4104.8783,4108.2335,4107.9184,4110.5138,4111.9611,4115.354,4121.162,concentrated,
4115.2885,4112.0275,4115.8779,4115.4964,4106.6388,4105.0922,4108.9511,4110.6065,4104.5675,4110.1072,4113.0899,4120.9995,4113.6603,4114.5127,concentrated,
4103.7765,4102.8284,4109.8705,4108.1557,4101.2006,4108.9356,4100.5666,4097.4249,4102.6218,4106.2822,4101.4074,4106.5108,4104.1035,4105.7515,concentrated,
4083.5146,4085.6593,4086.3679,4089.6051,4088.5884,4091.196,4094.6722,4094.2966,4089.4982,4093.3063,4090.7433,4091.4689,4086.7248,4092.9275,concentrated,
4084.2583,4080.0699,4078.4131,4081.7446,4094.7073,4082.9549,4087.482,4087.1998,4097.0427,4090.1798,4086.6251,4077.9213,4083.0353,4081.2819,concentrated,
4089.7415,4085.9343,4096.1782,4095.2986,4092.9595,4093.0045,4088.0946,4097.9863,4097.8791,4089.0731,4093.7888,4092.1324,4087.6231,4086.8385,concentrated,
4105.8177,4100.3456,4104.4397,4102.2773,4095.6022,4098.5128,4094.8705,4102.2157,4098.847,4097.8169,4101.0985,4110.1968,4096.6266,4105.6698,concentrated,
4110.2211,4116.8055,4112.8686,4103.7368,4103.6707,4098.091,4101.2518,4103.3484,4099.6463,4103.9964,4106.8581,4107.728,4111.9539,4111.4135,concentrated,
4103.4363,4104.9354,4102.2366,4100.3711,4103.7588,4098.1898,4103.504,4098.064,4101.7361,4093.6454,4097.9638,4099.3481,4105.8087,4100.7247,concentrated,
4083.0583,4086.2078,4080.1887,4090.125,4089.3834,4095.5871,4091.9147,4091.0924,4092.0465,4090.3134,4083.295,4088.3585,4081.7178,4081.8758,concentrated,
4075.4784,4073.2647,4080.9546,4077.4272,4076.574,4082.0928,4081.5496,4078.7411,4076.3081,4076.6051,4073.9072,4071.9095,4078.3392,4070.9284,concentrated,
4076.5494,4075.2022,4077.1273,4077.8164,4093.308,4087.0877,4084.7115,4089.7695,4092.4571,4078.37,4077.9515,4077.5379,4086.4265,4080.4889,concentrated,
4106.7952,4098.6388,4096.7151,4096.3115,4102.5771,4097.5319,4091.8791,4097.4055,4096.1675,4101.9288,4097.8228,4101.1048,4101.2537,4103.4078,concentrated,
4113.0767,4110.325,4108.6908,4107.6975,4112.8711,4110.0663,4104.1042,4110.8893,4109.2177,4116.5862,4113.9088,4110.9323,4109.2365,4112.9485,concentrated,
4123.394,4116.2706,4112.2084,4114.0025,4112.2893,4111.3794,4102.3289,4104.5839,4108.0651,4110.5036,4112.2889,4120.1599,4122.3834,4124.0784,concentrated,
4103.3766,4100.4611,4101.1046,4095.9139,4098.9979,4106.4289,4105.1518,4097.427,4103.3824,4096.1944,4094.4589,4096.4155,4094.0427,4099.7852,concentrated,
4074.2391,4087.3346,4089.2583,4088.5521,4084.0189,4089.4069,4089.3594,4090.6934,4085.4897,4084.9579,4095.6737,4090.3291,4084.981,4083.6953,concentrated,
4082.3589,4087.9169,4091.8073,4077.6214,4081.5429,4082.723,4089.1847,4087.6638,4089.0032,4093.4647,4084.8109,4080.7377,4085.912,4081.0546,concentrated,
4092.7535,4094.0286,4086.6835,4091.2508,4089.7209,4088.562,4095.3168,4101.1104,4094.0282,4098.6315,4091.3614,4096.7166,4094.7219,4088.8206,concentrated,
4102.9712,4112.7949,4102.8868,4102.9514,4097.0105,4097.841,4099.5168,4104.4611,4098.2269,4100.5191,4109.1022,4110.0624,4107.9895,4106.8887,concentrated,
4103.6247,4111.3675,4117.2604,4108.6477,4107.4365,4101.0511,4098.6045,4102.7931,4101.199,4110.0192,4103.7376,4113.6731,4109.4886,4117.1814,concentrated,
4095.8498,4099.6118,4100.8077,4105.0333,4094.1755,4097.6642,4091.4752,4100.7506,4093.1958,4099.4146,4097.2795,4098.5874,4100.0902,4096.0887,concentrated,
4082.6789,4086.8426,4077.5869,4087.0421,4092.3316,4088.3834,4081.2234,4090.5106,4089.1307,4084.1835,4079.3698,4081.2774,4080.758,4078.036,concentrated,
4077.2866,4070.0507,4073.4749,4080.0891,4079.911,4083.1576,4092.4321,4078.1465,4079.0992,4085.1211,4078.8251,4069.6219,4075.5799,4070.9844,concentrated,
4079.9064,4088.9996,4081.7076,4079.176,4091.8191,4088.3604,4082.6298,4094.6684,4091.5017,4090.6762,4087.9357,4091.8922,4087.4021,4089.6709,concentrated,
4100.3704,4106.7992,4108.8522,4103.0187,4099.7772,4107.4027,4104.5762,4103.9003,4098.8123,4103.2145,4095.2259,4107.2287,4099.3121,4099.3178,concentrated,
4118.1335,4114.8685,4113.3608,4108.8056,4109.4619,4105.1279,4107.2281,4110.756,4111.4248,4111.5215,4102.4117,4117.1214,4114.4193,4119.9916,concentrated,
4121.4193,4108.2397,4108.0571,4107.1888,4102.707,4105.1127,4094.7937,4115.4618,4108.9774,4118.5516,4111.425,4114.053,4111.941,4110.9551,concentrated,
4096.4518,4100.9561,4104.6131,4100.2863,4094.7896,4096.4163,4097.2917,4104.1997,4094.6882,4089.0281,4103.0454,4102.1759,4104.298,4099.9281,concentrated,
4081.7452,4080.9346,4086.766,4081.5104,4089.2019,4085.3407,4090.8961,4091.7804,4099.5319,4088.2686,4091.6661,4084.0588,4092.6395,4082.1803,concentrated,
4086.5783,4088.5274,4079.3663,4088.5276,4087.759,4087.6118,4088.0015,4091.2794,4085.3884,4089.719,4087.7849,4081.5968,4079.1937,4086.185,concentrated,
4104.5772,4100.1833,4102.0587,4089.0463,4096.1192,4100.5733,4098.3485,4093.501,4094.7738,4101.4897,4093.6717,4093.3982,4100.2429,4095.1717,concentrated,
4106.1739,4111.8325,4109.9992,4115.7929,4095.0287,4108.1716,4104.2274,4101.9928,4103.1161,4102.2956,4109.6123,4114.7636,4112.0602,4105.1554,concentrated,
4108.5278,4110.1141,4105.9699,4109.4484,4103.3612,4107.452,4100.7254,4104.4479,4099.6843,4104.9452,4101.304,4108.0952,4114.9282,4111.2742,concentrated,
4086.49,4093.4142,4099.4588,4094.0218,4097.2953,4098.9346,4091.5458,4093.8575,4094.5885,4090.7833,4090.318,4095.0715,4092.8039,4102.3926,concentrated,
4079.4691,4070.3424,4076.0417,4076.2137,4082.705,4087.4607,4087.2508,4082.5416,4083.5274,4082.2395,4090.1924,4080.3581,4077.8128,4075.8934,concentrated,
4076.6379,4076.4697,4074.496,4078.9571,4078.1934,4081.6758,4083.8374,4086.6788,4081.9031,4073.708,4075.9522,4069.9719,4078.3311,4076.4427,concentrated,
4090.4472,4088.9572,4090.3093,4086.8028,4086.0173,4084.0247,4085.5128,4093.8639,4097.2029,4088.1596,4085.1955,4087.2559,4086.377,4086.4647,concentrated,
4111.0209,4107.9496,4107.1366,4105.8893,4112.5576,4096.7615,4105.3968,4103.3709,4105.4779,4105.9056,4105.6832,4107.1474,4109.8208,4105.6223,concentrated,
4113.2129,4112.7152,4120.1021,4117.9892,4105.7136,4111.3178,4103.9591,4107.0363,4108.8442,4110.0352,4116.7715,4117.589,4114.3289,4117.4301,concentrated,
4105.2541,4111.8067,4116.832,4105.5329,4104.1105,4101.2545,4099.9755,4100.4083,4104.5365,4107.7429,4100.7099,4114.3648,4105.5066,4106.2668,concentrated,
4096.7211,4093.7245,4096.8769,4091.277,4097.9967,4088.6097,4098.0172,4095.6616,4099.0532,4092.7572,4094.4874,4089.2344,4091.4326,4092.0633,concentrated,
4088.6734,4090.4858,4088.7775,4087.753,4086.3425,4086.3868,4087.645,4081.8183,4088.7185,4087.2417,4080.5311,4083.8115,4089.7196,4083.954,concentrated,
4086.6611,4094.3415,4093.4625,4090.7797,4095.1126,4084.4945,4088.7949,4087.6928,4086.6279,4080.0658,4090.5703,4092.2471,4088.2727,4078.1309,concentrated,
4098.7562,4101.3434,4099.9254,4096.5036,4101.5789,4098.3534,4094.8967,4099.183,4099.1341,4091.1133,4095.0245,4095.0414,4106.9416,4103.117,concentrated,
4102.8194,4105.2769,4110.633,4104.794,4103.5263,4104.2324,4101.5224,4102.674,4102.4627,4102.9253,4113.1137,4106.786,4105.7219,4121.6487,concentrated,
4105.5372,4105.3421,4106.7607,4100.1454,4106.6542,4100.5538,4106.7348,4099.1652,4100.9608,4105.6907,4101.2072,4106.3063,4096.8192,4111.4362,concentrated,
4091.1712,4086.5138,4096.1315,4090.1548,4094.9306,4095.3216,4091.3601,4095.7652,4097.6065,4091.5174,4094.9405,4093.1185,4089.0495,4088.8698,concentrated,
4069.2996,4071.0703,4069.5746,4074.1189,4080.7904,4080.6,4085.3197,4082.0512,4083.5347,4088.7581,4075.2356,4078.4089,4078.8122,4068.4466,concentrated,
4077.42,4085.0892,4078.3825,4082.5493,4078.7318,4077.7365,4085.8706,4095.6837,4082.1287,4083.0974,4080.9028,4077.3777,4073.7654,4074.1795,concentrated,
4093.0128,4099.7741,4083.7262,4091.0619,4093.3347,4091.8254,4096.9548,4091.2968,4090.8418,4096.0509,4091.4421,4093.2145,4091.7029,4094.1339,concentrated,
4113.6314,4113.6398,4105.4258,4105.5166,4098.5142,4099.9116,4105.3402,4096.5276,4108.7066,4111.2161,4112.1798,4111.1803,4114.0451,4109.7738,concentrated,
4124.8766,4115.9178,4112.9365,4116.0851,4114.2244,4107.4568,4114.9993,4108.1367,4108.3138,4115.2447,4110.6088,4111.3607,4110.6998,4126.8781,concentrated,
4110.8262,4112.9157,4107.3271,4104.2295,4109.1006,4102.9564,4103.1936,4103.5301,4096.1956,4104.1115,4099.822,4103.7416,4109.2317,4108.7989,concentrated,
4092.7618,4090.0359,4095.2427,4086.3254,4100.0307,4088.9732,4084.5066,4096.2873,4085.034,4091.5405,4087.2015,4085.5115,4095.2947,4090.1025,concentrated,
4089.0739,4082.6623,4076.5254,4085.6397,4086.4074,4085.3914,4093.4598,4091.4564,4086.2179,4086.0688,4083.2305,4084.0255,4088.0778,4090.2246,concentrated,
4088.0846,4086.2098,4088.3312,4093.9224,4095.1223,4095.5386,4087.7975,4094.3382,4089.8608,4088.1423,4095.0944,4082.7566,4088.7797,4089.7547,concentrated,
4106.1913,4102.4634,4101.3031,4105.9578,4100.2664,4101.1032,4098.1108,4095.5352,4100.3848,4093.6731,4100.1872,4102.1942,4104.4932,4091.858,concentrated,
4111.488,4110.8684,4113.2251,4098.3826,4106.5889,4106.5192,4103.5499,4100.6991,4109.5639,4109.3044,4107.1377,4109.5825,4110.075,4106.5978,concentrated,
4099.8294,4101.2615,4102.5691,4103.2454,4100.6322,4094.2918,4106.9448,4095.6983,4105.1537,4102.2668,4104.3671,4105.6249,4101.0497,4104.1322,concentrated,
4088.4119,4091.009,4090.8928,4090.1031,4091.0527,4091.3554,4090.545,4088.6883,4084.8266,4086.3476,4090.7676,4081.4349,4084.3947,4078.3442,concentrated,
4079.5919,4074.5939,4079.4029,4078.0628,4080.7783,4084.4054,4083.5082,4087.2902,4078.7408,4076.6993,4071.5697,4069.4869,4072.8185,4071.009,concentrated,
4078.6462,4080.3315,4073.3422,4082.0081,4082.6306,4080.5675,4091.3738,4081.515,4082.0825,4081.3567,4087.0035,4074.7235,4081.0286,4079.832,concentrated,
4094.2489,4090.4996,4092.3938,4098.398,4095.0531,4093.4776,4101.9516,4094.6939,4095.8982,4097.9816,4100.0228,4099.6132,4095.8815,4088.6362,concentrated,
4122.2223,4108.3193,4119.1527,4108.923,4103.0285,4110.5859,4099.9726,4101.5924,4109.1817,4106.4396,4106.7359,4116.1606,4116.8972,4117.2135,concentrated,
4112.5823,4113.2331,4117.277,4113.8204,4105.9725,4112.0797,4110.5715,4109.2727,4105.4182,4107.1186,4110.9501,4114.7484,4114.2289,4118.8437,concentrated,
4109.7981,4096.7618,4111.5349,4102.3657,4101.603,4105.018,4099.2268,4101.282,4105.4182,4098.9962,4110.9464,4096.1715,4105.5446,4109.2568,concentrated,
4089.8581,4083.6707,4085.2886,4092.2175,4092.2315,4093.6201,4090.7891,4093.6816,4091.1085,4087.191,4093.7294,4085.8325,4081.8071,4078.9219,concentrated,
4086.9778,4087.8809,4078.2417,4087.6007,4087.4056,4086.005,4097.3196,4081.4264,4092.1868,4087.781,4084.3605,4084.5871,4088.5418,4086.2003,concentrated,
4095.5384,4089.4816,4094.3423,4084.3166,4092.5181,4091.0127,4089.681,4095.3706,4088.3037,4095.4793,4085.079,4086.1513,4090.4577,4090.6263,concentrated,
4101.5178,4098.7828,4104.8048,4102.9228,4106.318,4103.9279,4102.7011,4092.9988,4098.5116,4106.8045,4102.0609,4116.2648,4102.715,4108.2427,concentrated,
4109.2928,4102.4469,4106.4281,4104.065,4105.9729,4105.959,4100.3049,4106.8248,4102.0487,4101.7248,4105.0563,4106.7589,4107.4776,4109.0832,concentrated,
4097.3131,4102.1659,4104.306,4099.9766,4098.8066,4098.1449,4094.3225,4100.447,4097.0119,4099.7391,4093.5538,4096.821,4100.3848,4102.7228,concentrated,
4084.2675,4083.6467,4078.7729,4083.2471,4092.5301,4083.5463,4086.9754,4088.2596,4083.6536,4090.245,4096.1159,4092.195,4085.9022,4076.5634,concentrated,
4071.8823,4070.8026,4076.6678,4071.4535,4078.4806,4083.79,4079.6774,4078.9761,4076.8272,4080.4616,4072.5508,4077.7101,4075.4241,4070.1308,concentrated,
4079.2937,4081.0232,4079.2322,4092.7512,4083.9501,4084.8335,4086.3118,4089.9511,4092.2309,4086.4783,4088.0968,4086.6858,4085.638,4085.0633,concentrated,
4104.7739,4099.4402,4102.8647,4102.1685,4103.5405,4098.1146,4098.5948,4096.8849,4099.1568,4100.122,4101.4106,4102.9984,4106.2166,4099.8761,concentrated,
4110.8848,4119.1516,4114.9703,4109.9939,4115.3588,4105.8923,4107.2798,4100.1386,4107.8358,4108.7673,4110.013,4113.6464,4110.9645,4114.8124,concentrated,
4113.8533,4120.5527,4116.8428,4102.3132,4114.0755,4113.8916,4106.6994,4099.971,4101.1856,4108.3395,4116.1425,4117.9262,4113.4914,4119.9319,concentrated,
4098.4867,4097.1002,4105.784,4100.0466,4102.1868,4102.5825,4099.4752,4095.5137,4102.7778,4097.3789,4094.3933,4102.5637,4102.2219,4102.6069,concentrated,
4090.3876,4085.8696,4094.3559,4086.7901,4083.1194,4090.5952,4084.5132,4087.8075,4086.1174,4088.1194,4085.289,4088.8627,4088.4391,4087.4646,concentrated,
4087.0584,4092.0758,4085.2185,4086.7286,4094.3818,4086.6008,4095.3466,4081.1937,4094.5587,4090.3821,4088.5425,4078.0047,4080.1261,4080.7962,concentrated,
4091.141,4089.5084,4093.0803,4094.8828,4089.8984,4091.3944,4102.8505,4101.332,4091.2352,4091.8808,4093.3335,4091.2328,4090.5445,4086.2279,concentrated,
4098.8866,4104.6674,4105.925,4106.3515,4100.4103,4109.4005,4104.6654,4098.6554,4101.271,4102.056,4106.4374,4107.5824,4103.3366,4104.2832,concentrated,
4110.2338,4108.2899,4106.4126,4105.2158,4110.7702,4107.3968,4107.3761,4099.8643,4096.4332,4113.6889,4111.3753,4110.1907,4105.0831,4114.8704,concentrated,
4097.0068,4093.4019,4097.0873,4092.2185,4095.7042,4099.6722,4093.7697,4095.265,4101.6488,4093.9438,4098.9898,4095.6029,4097.4142,4097.8227,concentrated,
4072.3794,4082.269,4081.5209,4081.9482,4084.6738,4086.3345,4079.7668,4095.9607,4087.5513,4084.6003,4078.0504,4082.2891,4082.5377,4081.1672,concentrated,
4076.1664,4066.0026,4070.1182,4072.0334,4086.606,4086.4704,4086.0273,4087.2175,4085.5357,4082.8215,4083.0405,4071.5547,4074.0941,4079.9182,concentrated,
4079.9769,4086.8619,4083.2189,4080.6669,4088.5355,4088.6053,4084.8641,4090.2411,4091.1422,4084.6817,4089.3489,4085.4282,4088.4191,4086.2809,concentrated,
4103.3245,4101.9312,4108.6281,4103.7386,4101.2732,4100.3796,4099.7463,4093.0632,4104.4996,4096.6042,4100.3046,4103.6647,4104.6604,4101.6368,concentrated,
4120.6305,4115.3233,4116.7086,4107.6545,4114.1069,4110.4805,4106.3387,4110.5693,4107.6419,4107.8029,4114.5763,4116.1753,4119.7649,4118.6279,concentrated,
4114.1671,4117.0554,4108.5328,4119.2374,4108.9281,4116.5829,4109.6281,4106.6212,4106.4556,4108.35,4120.1037,4111.5903,4114.1226,4112.6927,concentrated,
4100.9346,4096.4214,4100.3363,4105.1107,4092.4509,4099.2457,4100.8188,4094.8161,4096.2397,4096.1537,4101.6235,4097.4369,4101.6943,4097.5039,concentrated,
4083.8799,4080.9789,4095.2026,4084.0663,4096.0455,4086.3361,4089.9133,4090.6564,4089.3977,4086.027,4084.928,4088.3654,4082.8224,4084.2536,concentrated,
4087.404,4074.8281,4079.7528,4088.2957,4092.1625,4089.4415,4091.3217,4086.515,4092.8305,4084.5266,4087.6518,4086.8252,4085.2971,4079.825,concentrated,
4092.2531,4096.0992,4097.6091,4102.9305,4097.9145,4097.7709,4099.7435,4099.2125,4096.9648,4089.7082,4097.952,4098.8112,4096.0624,4097.3028,concentrated,
4104.1326,4112.0597,4105.9892,4099.7533,4099.8767,4093.2313,4103.6875,4107.5869,4097.3667,4098.0945,4106.6558,4109.6552,4112.1445,4109.3553,concentrated,
